,bhk,price,size,location
2858,3,98.0,1700,GANESHGURI
2859,2,40.0,852,SIX MILE
2860,2,45.0,900,BORBARI
2861,3,62.0,1600,KHANAPARA
2862,2,48.0,1100,GEETANAGAR
2863,3,55.0,1300,LOKHRA
2864,3,67.0,1080,DISPUR
2865,2,40.0,1000,HATIGAON
2866,3,58.0,1200,BHANGAGARH
2867,3,54.28,1188,FATASIL AMBARI
2868,3,62.0,1300,SONAIGHULI
2869,3,65.0,1300,DISPUR
2870,2,46.0,900,SIX MILE
2871,3,57.0,1250,JALUKBARI
2872,3,46.0,1315,LOKHRA
2873,3,52.0,1300,LOKHRA
2874,2,44.0,900,SIX MILE
2875,3,80.0,1740,NARENGI TINALI
2876,3,56.63,1385,AHOM GAON
2877,3,52.08,1085,LAL GANESH
2878,2,44.0,902,HATIGAON
2879,3,62.0,1387,BASISHTA
2880,3,90.0,2250,RUKMINI GAON
2881,2,44.0,1050,SIX MILE
2882,3,105.0,1726,CHRISTIAN BASTI
2883,2,43.0,981,GARCHUK
2884,3,52.26,1270,AHOM GAON
2885,3,45.0,1250,MALIGAON
2886,2,44.0,902,HATIGAON
2887,3,65.0,1352,HATIGAON
2888,2,41.0,1078,LOKHRA
2889,2,47.0,1000,HATIGAON
2890,2,42.0,770,BELTOLA
2891,3,53.0,1360,AHOM GAON
2892,2,45.0,1600,HATIGAON
2893,2,45.0,1100,NARENGI TINALI
2894,2,41.0,1000,HATIGAON
2895,3,85.3,1741,SIX MILE
2896,2,46.55,1058,HATIGAON
2897,3,60.0,1200,KALA PAHAR
2898,3,51.18,1147,GARCHUK
2899,3,49.17,1098,GARCHUK
2900,3,53.47,1203,GARCHUK
2901,3,50.28,1125,GARCHUK
2902,3,47.0,1167,BORMOTORIA
2903,3,65.0,1600,DHARAPUR
2904,3,40.0,1200,HATIGAON
2905,2,57.5,1050,BIRUBARI
2906,2,45.0,1040,JALUKBARI
2907,2,43.5,990,LALMATI
2908,3,45.0,2200,BAMUNIMAIDAM
2909,2,45.0,1050,REHABARI
2910,3,65.0,1400,KAHILIPARA
2911,3,65.0,1700,BARBARI VILLAGE
2912,3,85.0,1400,ZOO TINIALI
2913,3,75.0,1468,TARUN NAGAR
2914,1,35.0,650,ZOO TINIALI
2915,2,40.0,1080,LAL GANESH
2916,3,114.99999999999999,1668,SILPHUKURI
2917,2,48.0,1056,SIX MILE
2918,3,81.6,1360,BORMOTORIA
2919,6,210.0,5184,KHANAPARA
2920,3,82.0,1483,SIX MILE
2921,2,45.0,1050,GARCHUK
2922,3,68.0,1283,ZOO TINIALI
2923,4,298.0,3970,DISPUR
2924,4,117.0,2345,LAL GANESH
2925,3,62.0,1200,GEETANAGAR
2926,3,147.0,1965,DISPUR
2927,3,91.8,1985,TARUN NAGAR
2928,3,55.9,1300,REHABARI
2929,2,80.6,1240,SARUSAJAI
2930,2,49.05,1001,REHABARI
2931,3,85.0,1522,BELTOLA
2932,3,57.5,1250,JALUKBARI
2933,3,57.5,1250,JALUKBARI
2934,3,54.28,1180,JALUKBARI
2935,3,81.28,1950,KAHILIPARA
2936,4,86.56,2200,UZAN BAZAR
2937,3,61.36,1321,BELTOLA
2938,3,74.0,1770,BORMOTORIA
2939,3,65.4,1690,BARBARI VILLAGE
2940,3,76.86,1695,SARANIA HILLS
2941,3,65.85,1400,JALUKBARI
2942,4,72.0,1810,BORJHAR
2943,4,81.0,1685,NOONMATI
2944,4,81.3,1840,LOKHRA
2945,3,71.35,1695,SARANIA HILLS
2946,4,104.0,2285,TARUN NAGAR
2947,3,55.3,1400,JALUKBARI
2948,3,38.53,948,BORJHAR
2949,3,51.43,778,DHARAPUR
2950,4,84.55,1948,BORJHAR
2951,3,61.53,1323,DHARAPUR
2952,3,62.28,1450,DHARAPUR
2953,3,39.0,1150,SIX MILE
2954,3,71.53,1560,HATIGAON
2955,4,78.66,1958,NARIKAL BARI
2956,4,91.53,2350,DHARAPUR
2957,4,74.56,1958,NARIKAL BARI
2958,1,24.75,450,JALUKBARI
2959,2,36.0,850,KALA PAHAR
2960,2,52.0,1000,ADABARI
2961,3,60.0,1150,CHANDMARI
2962,2,48.14,1003,REHABARI
2963,2,38.5,800,LALMATI
2964,2,66.02,1179,SREE NAGAR
2965,3,82.6,1475,SREE NAGAR
2966,3,65.38,1391,SIX MILE
2967,2,60.0,1000,CHENIKUTHI
2968,2,47.0,950,KALA PAHAR
2969,2,43.0,890,TETELIA
2970,3,52.0,1200,LAL GANESH
2971,1,18.0,374,TETELIA
2972,3,54.92,1144,TETELIA
2973,2,55.0,1000,NOONMATI
2974,2,48.0,1015,SARANIA HILLS
2975,2,46.06,940,KHANAPARA
2976,3,98.46,1641,LAL GANESH
2977,2,64.6,1292,BORMOTORIA
2978,3,75.0,1478,BAMUNIMAIDAM
2979,3,180.0,1500,PATOR KUCHI
2980,2,47.0,980,ULUBARI
2981,4,117.0,2345,LAL GANESH
2982,3,42.0,950,LAL GANESH
2983,3,100.0,1627,UZAN BAZAR
2984,3,63.36,1408,BORBARI
2985,5,170.0,4000,SARANIA HILLS
2986,3,65.0,1350,BORMOTORIA
2987,3,66.0,1300,ZOO TINIALI
2988,3,70.0,2880,JALUKBARI
2989,2,40.59,990,GARCHUK
2990,3,103.0,1775,SIX MILE
2991,1,24.0,500,KALA PAHAR
2992,3,45.0,900,KALA PAHAR
2993,3,11.11,1111,BELTOLA
2994,1,20.25,450,LAL GANESH
2995,2,42.3,940,LAL GANESH
2996,3,66.75,1375,BARSAPARA
2997,3,62.16,1000,KALA PAHAR
2998,2,39.99,850,KALA PAHAR
2999,2,59.7,995,BORBARI
3000,3,64.86,1380,BHETAPARA
3001,2,37.0,900,DHARAPUR
3002,3,6.0,1000,DISPUR
3003,3,59.85,1151,LACHIT NAGAR
3004,3,67.44,1297,LACHIT NAGAR
3005,3,74.1,1425,LACHIT NAGAR
3006,3,55.62,1236,BELTOLA
3007,3,65.0,1390,SIX MILE
3008,3,65.0,1450,BELTOLA
3009,3,111.00000000000001,2014,MACHKHOWA
3010,3,67.2,1200,CHRISTIAN BASTI
3011,4,60.0,1450,DHIRENPARA
3012,1,31.6,800,SIX MILE
3013,3,67.5,1350,LAL GANESH
3014,4,120.0,2300,KHANAPARA
3015,2,26.0,750,KALA PAHAR
3016,4,81.0,1800,KALA PAHAR
3017,2,45.0,1031,LOKHRA
3018,2,50.0,1100,SIX MILE
3019,3,43.0,1120,BARSAPARA
3020,2,37.0,885,DHARAPUR
3021,3,122.0,1754,ULUBARI
3022,3,45.0,1127,KHANAPARA
3023,3,75.0,1575,ZOO TINIALI
3024,1,300.0,7000,SIX MILE
3025,4,65.0,1800,KAHILIPARA
3026,3,70.0,1480,BELTOLA
3027,2,38.0,843,SARUSAJAI
3028,2,39.5,1250,AZARA
3029,2,50.0,1050,CHANDMARI
3030,3,55.0,1350,SIX MILE
3031,2,67.0,1250,GEETANAGAR
3032,3,70.0,1250,SIX MILE
3033,2,56.4,1200,CHANDMARI
3034,3,67.85,1297,LACHIT NAGAR
3035,3,96.52,1670,BELTOLA
3036,2,38.0,843,SARUSAJAI
3037,3,63.0,1450,CHANDMARI
3038,3,63.0,1360,KAHILIPARA
3039,3,67.0,1410,KAHILIPARA
3040,3,58.95,1310,LAL GANESH
3041,3,54.0,1200,LAL GANESH
3042,2,44.1,900,ADABARI
3043,3,64.13,1210,BORMOTORIA
3044,3,79.0,1580,LOKHRA
3045,3,78.1,1502,HATIGAON
3046,2,39.24,853,JALUKBARI
3047,3,77.5,1550,BORBARI
3048,2,42.57,990,SIX MILE
3049,3,58.5,1300,LAL GANESH
3050,3,77.91,1590,SIX MILE
3051,3,90.0,1500,DIGHOLI PUKHURI
3052,3,54.45,1210,LAL GANESH
3053,3,69.43,1310,BORMOTORIA
3054,3,60.95,1150,BORMOTORIA
3055,3,98.53,1670,BELTOLA
3056,3,97.35,1650,BELTOLA
3057,3,61.88,1375,SIX MILE
3058,2,55.0,1150,NARENGI TINALI
3059,4,45.0,1732,SATGAON
3060,1,30.0,730,DHARAPUR
3061,2,43.0,960,JALUKBARI
3062,2,25.0,1440,KAHILIPARA
3063,2,36.32,995,BIKASH NAGAR
3064,2,49.8,1200,DAKSHINGAON
3065,4,138.0,2300,GANESHGURI
3066,3,117.0,1563,KHANAPARA
3067,4,146.0,2350,BORMOTORIA
3068,1,23.4,450,LAL GANESH
3069,2,66.37,1475,KHANAPARA
3070,3,87.05,1741,SIX MILE
3071,3,122.0,1580,LOKHRA
3072,3,63.98,1391,SIX MILE
3073,4,126.0,2800,LAL GANESH
3074,2,46.96,999,RBI COLONY
3075,1,22.0,650,LALMATI
3076,3,80.0,2700,JAPORIGOG
3077,4,79.99,1876,BELTOLA
3078,4,80.0,1875,BELTOLA
3079,3,75.0,1550,GANESHGURI
3080,2,50.0,1057,JYOTIKUCHI
3081,2,35.0,953,DHARAPUR
3082,3,51.0,1200,BHETAPARA
3083,2,59.73,1117,BELTOLA
3084,2,43.72,965,GARCHUK
3085,3,45.75,1250,BIKASH NAGAR
3086,3,55.61,1264,BAMUNIMAIDAM
3087,3,57.2,1300,BAMUNIMAIDAM
3088,2,45.4,1056,LAL GANESH
3089,3,65.61,1458,SIX MILE
3090,2,39.1,850,BELTOLA
3091,3,64.0,1300,JALUKBARI
3092,3,65.0,1270,GANESHGURI
3093,4,105.0,2000,SIX MILE
3094,3,69.0,1243,UZAN BAZAR
3095,3,82.18,1476,CHENIKUTHI
3096,2,40.0,904,PATOR KUCHI
3097,3,60.0,1350,BAMUNIMAIDAM
3098,4,90.0,2250,BATAHGULI
3099,2,33.0,953,DHARAPUR
3100,3,67.0,1250,GANESHGURI
3101,2,35.0,900,RUKMINI GAON
3102,2,53.0,1050,LAL GANESH
3103,4,180.0,2014,BELTOLA
3104,2,50.0,900,NARENGI TINALI
3105,5,240.0,4320,GHORAMARA
3106,3,61.0,1190,KAHILIPARA
3107,3,58.26,1369,GARCHUK
3108,3,113.99999999999999,2540,GEETANAGAR
3109,2,47.5,910,ADABARI
3110,2,43.72,880,BELTOLA
3111,3,65.15,1243,HATIGAON
3112,2,40.0,800,BARSAPARA
3113,3,77.0,1526,SIX MILE
3114,3,57.0,1108,LOKHRA
3115,3,56.0,1050,KAHILIPARA
3116,3,59.0,1200,FATASIL AMBARI
3117,3,57.0,1250,HATIGAON
3118,3,48.0,1150,KAHILIPARA
3119,3,74.0,1453,SIX MILE
3120,3,55.0,1220,GANESHGURI
3121,2,37.5,850,BELTOLA
3122,2,48.0,1040,SIX MILE
3123,2,42.0,1075,DHARAPUR
3124,2,42.0,1075,AZARA
3125,2,44.0,900,JALUKBARI
3126,2,45.0,1100,TETELIA
3127,3,78.8,1751,LAL GANESH
3128,2,35.0,1000,KALA PAHAR
3129,3,49.0,1200,KALA PAHAR
3130,2,48.0,1015,ULUBARI
3131,2,35.0,1000,HATIGAON
3132,2,38.0,1000,LALMATI
3133,2,38.55,1000,CHANDMARI
3134,2,43.0,1060,ULUBARI
3135,3,61.83,1389,BHETAPARA
3136,3,120.0,2063,JAPORIGOG
3137,4,120.0,2239,SREE NAGAR
3138,3,82.0,1445,CHRISTIAN BASTI
3139,3,101.0,1906,SARUSAJAI
3140,3,79.71,1504,SARUSAJAI
3141,4,143.0,2700,SARUSAJAI
3142,3,55.0,1350,HATIGAON
3143,3,80.0,1410,LAL GANESH
3144,1,33.0,750,CHRISTIAN BASTI
3145,5,120.0,3250,AZARA
3146,2,46.0,1121,KAHILIPARA
3147,3,142.0,1989,DISPUR
3148,3,55.0,1350,HATIGAON
3149,3,79.0,1494,TARUN NAGAR
3150,2,53.0,1080,LOKHRA
3151,4,90.0,2200,SIX MILE
3152,1,17.0,500,JALUKBARI
3153,3,51.0,1200,JALUKBARI
3154,2,41.0,1000,JALUKBARI
3155,3,44.8,1100,DHARAPUR
3156,2,35.87,903,DHARAPUR
3157,2,40.0,831,MALIGAON
3158,3,53.0,1256,JALUKBARI
3159,3,56.0,1341,GARCHUK
3160,3,85.4,1596,DISPUR
3161,2,45.0,1003,JALUKBARI
3162,3,49.0,1170,LALMATI
3163,3,56.0,1317,JALUKBARI
3164,3,80.0,1530,BIRUBARI
3165,3,61.5,1116,BIRUBARI
3166,3,64.6,1435,HATIGAON
3167,2,46.0,1000,SILPHUKURI
3168,3,52.62,1203,JALUKBARI
3169,3,57.0,1325,JALUKBARI
3170,2,52.0,1124,SIX MILE
3171,2,56.0,1230,SIX MILE
3172,3,50.0,1250,LAL GANESH
3173,3,47.5,1252,LOKHRA
3174,3,85.0,1400,REHABARI
3175,3,62.0,1380,BARSAPARA
3176,3,36.0,850,JYOTIKUCHI
3177,3,46.0,1070,LAL GANESH
3178,4,108.0,2000,SIX MILE
3179,3,50.8,1240,BAGHARBARI
3180,3,62.0,1380,RUKMINI GAON
3181,3,65.0,1270,GANESHGURI
3182,2,62.0,1250,SIX MILE
3183,2,63.0,1023,BELTOLA
3184,2,33.0,850,ULUBARI
3185,2,30.0,850,LACHIT NAGAR
3186,5,875.0,7800,PALTAN BAZAAR
3187,2,55.0,1100,LAL GANESH
3188,3,50.0,1300,BHETAPARA
3189,3,55.0,1150,DISPUR
3190,3,87.5,4000,JYOTIKUCHI
3191,2,55.0,1200,BELTOLA
3192,3,67.5,1200,LAL GANESH
3193,2,60.0,950,GANESHGURI
3194,3,132.0,1580,LOKHRA
3195,3,52.0,1200,MANIK NAGAR
3196,2,60.0,950,CHRISTIAN BASTI
3197,3,76.0,1250,DISPUR
3198,2,48.87,904,CHANDMARI
3199,3,50.0,1250,BATAHGULI
3200,3,70.0,1224,BHANGAGARH
3201,3,110.00000000000001,1800,BHANGAGARH
3202,3,74.35,1476,LAL GANESH
3203,3,56.75,1267,LAL GANESH
3204,2,49.53,959,LAL GANESH
3205,2,39.99,950,LAL GANESH
3206,1,16.65,450,BARSAPARA
3207,3,53.0,1350,HATIGAON
3208,2,39.52,1040,BARSAPARA
3209,2,48.9,1060,BELTOLA
3210,3,45.0,1200,LALMATI
3211,3,50.0,1200,LALMATI
3212,2,44.0,908,SIX MILE
3213,2,40.0,950,KALA PAHAR
3214,5,125.0,2500,KAHILIPARA
3215,2,47.0,980,ULUBARI
3216,2,38.0,1000,SATGAON
3217,3,45.6,1100,SATGAON
3218,3,55.0,1200,PATOR KUCHI
3219,4,105.0,2000,SIX MILE
3220,3,97.0,1700,RBI COLONY
3221,2,27.4,690,PATHAR QUARRY
3222,3,45.0,1000,JAPORIGOG
3223,3,45.0,1285,BAGHARBARI
3224,3,76.0,1485,ZOO TINIALI
3225,1,36.5,1000,LALMATI
3226,2,43.83,950,GARCHUK
3227,3,60.62,1321,GARCHUK
3228,2,46.0,1103,SIX MILE
3229,2,48.0,950,BELTOLA
3230,4,77.0,1500,SIX MILE
3231,3,76.0,1365,ZOO TINIALI
3232,3,76.0,1365,ZOO TINIALI
3233,3,70.0,1650,ZOO TINIALI
3234,2,73.0,1200,BELTOLA
3235,3,50.0,1350,PATHAR QUARRY
3236,3,75.0,1220,RUKMINI GAON
3237,2,43.57,882,KALA PAHAR
3238,1,21.0,455,LAL GANESH
3239,3,48.43,1040,JALUKBARI
3240,3,51.62,1203,JALUKBARI
3241,1,21.0,455,LAL GANESH
3242,2,32.5,930,JALUKBARI
3243,3,43.0,1220,GARCHUK
3244,3,43.0,1230,GARCHUK
3245,5,235.0,1600,SARUMOTORIA
3246,3,68.0,1370,DISPUR
3247,3,65.0,1300,GANESHGURI
3248,2,37.0,900,KAHILIPARA
3249,3,65.0,1288,SARANIA HILLS
3250,4,57.0,1700,BELTOLA
3251,3,52.0,1330,LOKHRA
3252,2,50.0,1175,NARENGI TINALI
3253,3,66.0,1350,JALUKBARI
3254,2,37.5,1000,DAKSHINGAON
3255,3,49.28,1408,KHANAPARA
3256,3,50.0,1375,BAMUNIMAIDAM
3257,4,93.22,1715,BELTOLA
3258,3,75.0,1500,HATIGAON
3259,2,37.0,872,KAHILIPARA
3260,2,36.0,960,LAL GANESH
3261,3,64.6,1284,GEETANAGAR
3262,3,75.0,1400,SIX MILE
3263,3,99.0,1990,DISPUR
3264,1,40.56,962,AHOM GAON
3265,2,50.02,1211,AHOM GAON
3266,2,37.0,950,AHOM GAON
3267,4,99.72,2519,AHOM GAON
3268,3,86.61,2174,AHOM GAON
3269,2,42.5,860,LAL GANESH
3270,2,46.67,1123,AHOM GAON
3271,4,160.0,2400,AMBARI
3272,3,64.0,1030,GANESHGURI
3273,2,31.0,750,LAL GANESH
3274,4,70.0,1405,KAHILIPARA
3275,5,96.0,2275,KAHILIPARA
3276,3,64.0,1395,BASISHTA
3277,2,43.29,902,LAL GANESH
3278,3,65.0,1325,HATIGAON
3279,3,77.0,1303,ZOO TINIALI
3280,2,39.0,813,LAL GANESH
3281,2,38.35,799,LAL GANESH
3282,1,41.5,982,GARCHUK
3283,2,50.0,1211,AHOM GAON
3284,3,79.0,1494,TARUN NAGAR
3285,3,75.0,1220,RUKMINI GAON
3286,3,58.0,1200,BHANGAGARH
3287,3,65.1,1350,DISPUR
3288,3,78.0,1537,KHANAPARA
3289,2,55.0,1280,BARBARI VILLAGE
3290,2,44.0,904,CHANDMARI
3291,4,88.26,1810,DISPUR
3292,3,62.0,1368,KHANAPARA
3293,3,66.0,1200,LACHIT NAGAR
3294,2,32.0,1200,ANANDA NAGAR
3295,1,320.0,7000,TARUN NAGAR
3296,1,800.0,5500,ANANDA NAGAR
3297,1,800.0,5000,ANANDA NAGAR
3298,2,59.33,957,UZAN BAZAR
3299,1,24.0,554,AHOM GAON
3300,3,77.0,1303,ZOO TINIALI
3301,2,37.0,880,PATOR KUCHI
3302,2,44.0,902,HATIGAON
3303,3,65.0,1325,HATIGAON
3304,3,79.0,1494,TARUN NAGAR
3305,2,40.0,1000,BELTOLA
3306,3,75.0,1220,RUKMINI GAON
3307,2,56.0,1250,LOKHRA
3308,2,56.0,1250,LOKHRA
3309,3,77.0,1303,ZOO TINIALI
3310,2,37.0,880,PATOR KUCHI
3311,3,79.0,1494,TARUN NAGAR
3312,4,88.26,1810,DISPUR
3313,2,48.0,1000,SIX MILE
3314,3,99.0,3000,NORTH GUWAHATI
3315,3,35.0,1700,BHASKAR NAGAR
3316,2,60.0,1200,CHANDMARI
3317,3,75.0,1300,GEETANAGAR
3318,2,48.0,1029,LOKHRA
3319,3,65.0,1300,CHANDMARI
3320,3,72.0,1300,CHANDMARI
3321,3,77.0,1303,ZOO TINIALI
3322,2,37.0,900,DHARAPUR
3323,4,162.0,3583,NOONMATI
3324,2,55.0,1100,BORMOTORIA
3325,2,47.0,1100,JALUKBARI
3326,2,56.0,2000,DISPUR
3327,3,250.0,2880,BELTOLA
3328,2,48.59,1013,CHANDMARI
3329,3,58.0,1200,BHANGAGARH
3330,3,75.0,1540,BHETAPARA
3331,3,70.0,1300,LACHIT NAGAR
3332,3,70.0,1400,CHRISTIAN BASTI
3333,3,58.0,1300,CHANDMARI
3334,2,33.0,850,AZARA
3335,4,151.0,2970,BELTOLA
3336,2,58.0,1134,MATHGHARIA
3337,4,146.0,2350,SIX MILE
3338,2,51.0,1240,KHANAPARA
3339,2,48.0,1150,KHANAPARA
3340,2,56.0,900,BAMUNIMAIDAM
3341,2,45.0,990,LALMATI
3342,3,140.0,2010,CHANDMARI
3343,2,58.0,1000,MALIGAON
3344,2,47.0,970,ZOO TINIALI
3345,2,52.0,1247,KHANAPARA
3346,3,62.0,1500,KHANAPARA
3347,2,32.0,800,HATIGAON
3348,3,48.0,1200,MALIGAON
3349,3,110.00000000000001,1800,BORBARI
3350,3,78.0,1800,BHETAPARA
3351,1,32.0,1000,KAHILIPARA
3352,1,32.0,700,SIX MILE
3353,2,46.0,920,ZOO TINIALI
3354,9,250.0,5400,NARENGI TINALI
3355,2,47.0,1030,DISPUR
3356,2,30.0,690,SATGAON
3357,2,31.0,840,DHIRENPARA
3358,2,55.0,1400,ULUBARI
3359,1,27.0,600,LAL GANESH
3360,2,50.0,1200,HENGRABARI
3361,3,55.0,1200,BAMUNIMAIDAM
3362,4,130.0,1750,SIX MILE
3363,3,61.0,1600,BORMOTORIA
3364,3,65.0,1500,RUKMINI GAON
3365,3,60.0,1250,HENGRABARI
3366,3,55.0,1400,GEETANAGAR
3367,2,55.0,1200,HENGRABARI
3368,2,47.0,950,CHRISTIAN BASTI
3369,3,45.0,1375,CHANDMARI
3370,4,70.0,1982,JALUKBARI
3371,3,65.0,1290,HENGRABARI
3372,2,43.0,950,DHARAPUR
3373,4,83.0,1900,BASISHTA
3374,3,50.0,1200,BHETAPARA
3375,3,46.0,1170,BAGHARBARI
3376,3,67.0,1218,PALTAN BAZAAR
3377,2,45.0,1050,DISPUR
3378,3,117.0,1563,KHANAPARA
3379,2,45.0,1000,BAGHARBARI
3380,3,70.0,2300,CHANDMARI
3381,3,95.0,1450,CHANDMARI
3382,3,108.0,1666,MACHKHOWA
3383,2,32.0,1000,KAHILIPARA
3384,2,36.0,1085,NARENGI TINALI
3385,4,138.0,2300,ZOO TINIALI
3386,2,52.0,1056,MALIGAON
3387,3,115.99999999999999,2100,KAHILIPARA
3388,3,73.0,1250,ULUBARI
3389,3,52.5,1250,LAL GANESH
3390,3,80.6,1550,ZOO TINIALI
3391,2,30.0,750,LALMATI
3392,3,55.61,1264,BAMUNIMAIDAM
3393,3,57.2,1300,BAMUNIMAIDAM
3394,3,53.16,1320,DAKSHINGAON
3395,5,90.0,2200,DISPUR
3396,3,45.75,1250,BIKASH NAGAR
3397,2,36.32,995,GHORAMARA
3398,3,75.0,1481,LALMATI
3399,2,48.57,1056,KHANAPARA
3400,3,83.6,1520,BIRUBARI
3401,3,70.0,1669,SARUSAJAI
3402,3,68.67,1635,SARUSAJAI
3403,2,56.0,1274,DHIRENPARA
3404,3,64.4,1370,BHETAPARA
3405,3,36.0,850,JYOTIKUCHI
3406,2,43.72,965,GARCHUK
3407,3,65.0,1375,LALMATI
3408,2,43.0,860,DISPUR
3409,3,60.2,1400,BORMOTORIA
3410,3,58.1,1450,GANESHGURI
